order_id;return_id;order_date;return_date;return_delay_days;product_name;category;quantity;unit_price;return_amount;return_reason;return_status;sales_channel;carrier;region;city
CMD-10401;RET-20401;2024-10-09;2024-10-15;6;T-shirt;Vêtements;3;228.78;686.34;Produit défectueux;Remboursé;Marketplace;Colissimo;Occitanie;Toulouse
CMD-10402;RET-20402;2025-01-30;2025-02-07;8;Résistance élastique;Sport & Loisirs;3;48.54;145.62;Ne correspond pas à la description;Remboursé;Marketplace;Colissimo;Bretagne;Brest
CMD-10403;RET-20403;2024-06-30;2024-07-02;2;Chaussures;Vêtements;3;64.78;194.34;Livraison endommagée;Remboursé;Site web;Chronopost;Pays de la Loire;Nantes
CMD-10404;RET-20404;2024-11-17;2024-11-30;13;Complément alimentaire;Beauté & Santé;3;16.33;48.99;Ne correspond pas à la description;Échangé;Application mobile;UPS;Hauts-de-France;Lille
CMD-10405;RET-20405;2024-05-24;2024-06-01;8;Casque vélo;Sport & Loisirs;1;280.17;280.17;Changement d'avis;Remboursé;Marketplace;DHL;Nouvelle-Aquitaine;Limoges
CMD-10406;RET-20406;2024-10-16;2024-11-05;20;Crème hydratante;Beauté & Santé;1;138.59;138.59;Produit défectueux;Remboursé;Téléphone;UPS;Nouvelle-Aquitaine;Bordeaux
CMD-10407;RET-20407;2024-05-13;2024-06-02;20;Tablette;Électronique;2;316.55;633.1;Livraison endommagée;Remboursé;Marketplace;Colissimo;Normandie;Rouen
CMD-10408;RET-20408;2024-10-30;2024-11-21;22;Chaussures;Vêtements;3;291.36;874.08;Mauvaise taille / couleur;En cours de traitement;Application mobile;UPS;Grand Est;Metz
CMD-10409;RET-20409;2024-06-23;2024-07-19;26;Sac de sport;Sport & Loisirs;2;210.28;420.56;Mauvaise taille / couleur;Remboursé;Marketplace;Colissimo;Normandie;Rouen
CMD-10410;RET-20410;2024-07-21;2024-08-10;20;Parfum;Beauté & Santé;2;74.27;148.54;Mauvaise taille / couleur;Remboursé;Site web;Chronopost;Île-de-France;Versailles
CMD-10411;RET-20411;2025-02-13;2025-02-26;26;Plante artificielle;Maison & Jardin;2;46.24;92.48;Mauvaise taille / couleur;Remboursé;Application mobile;Mondial Relay;Grand Est;Metz
CMD-10412;RET-20412;2024-09-01;2024-09-21;20;Plante artificielle;Maison & Jardin;1;150.5;150.5;Produit défectueux;Échangé;Application mobile;DHL;Pays de la Loire;Angers
CMD-10413;RET-20413;2024-12-18;2024-12-30;12;Gourde;Sport & Loisirs;3;50.49;151.47;Commande en double;Refusé;Site web;Mondial Relay;Occitanie;Montpellier
CMD-10414;RET-20414;2024-09-19;2024-10-15;26;Cadre photo;Maison & Jardin;3;247.0;741.0;Mauvaise taille / couleur;Échangé;Marketplace;Chronopost;Île-de-France;Paris
CMD-10415;RET-20415;2024-10-25;2024-11-24;30;Parfum;Beauté & Santé;1;31.79;31.79;Produit défectueux;Remboursé;Site web;UPS;Occitanie;Montpellier
CMD-10416;RET-20416;2025-01-06;2025-01-27;21;Brosse à dents électrique;Beauté & Santé;3;337.6;1012.8;Changement d'avis;Remboursé;Site web;Mondial Relay;Île-de-France;Paris
CMD-10417;RET-20417;2024-07-22;2024-07-29;7;Montre connectée;Électronique;3;185.38;556.14;Produit défectueux;Remboursé;Site web;Colissimo;Occitanie;Nîmes
CMD-10418;RET-20418;2024-05-17;2024-05-20;3;Plante artificielle;Maison & Jardin;2;237.69;475.38;Ne correspond pas à la description;Remboursé;Marketplace;Colissimo;Grand Est;Metz
CMD-10419;RET-20419;2024-12-04;2024-12-14;10;Complément alimentaire;Beauté & Santé;2;128.14;256.28;Changement d'avis;Remboursé;Téléphone;Mondial Relay;Hauts-de-France;Lille
CMD-10420;RET-20420;2024-02-29;2024-03-09;9;Robe;Vêtements;3;46.2;138.6;Ne correspond pas à la description;Refusé;Marketplace;DHL;Auvergne-Rhône-Alpes;Clermont-Ferrand
CMD-10421;RET-20421;2024-11-28;2024-12-25;27;Brosse à dents électrique;Beauté & Santé;3;160.54;481.62;Mauvaise taille / couleur;Remboursé;Site web;UPS;Grand Est;Metz
CMD-10422;RET-20422;2025-02-09;2025-02-24;15;Crème hydratante;Beauté & Santé;2;49.53;99.06;Changement d'avis;Refusé;Application mobile;Chronopost;Auvergne-Rhône-Alpes;Grenoble
CMD-10423;RET-20423;2024-08-06;2024-08-20;14;Cadre photo;Maison & Jardin;3;13.31;39.93;Ne correspond pas à la description;Remboursé;Marketplace;DHL;Hauts-de-France;Lille
CMD-10424;RET-20424;2024-04-05;2024-04-23;18;Robe;Vêtements;2;130.2;260.4;Produit défectueux;Échangé;Téléphone;Chronopost;Normandie;Caen
CMD-10425;RET-20425;2024-11-08;2024-12-02;24;Pantalon;Vêtements;3;92.3;276.9;Ne correspond pas à la description;En cours de traitement;Marketplace;DHL;Hauts-de-France;Lille
CMD-10426;RET-20426;2024-05-16;2024-06-10;25;Smartphone;Électronique;1;239.78;239.78;Produit défectueux;En cours de traitement;Téléphone;UPS;Bretagne;Quimper
CMD-10427;RET-20427;2024-09-04;2024-09-24;20;Plante artificielle;Maison & Jardin;3;305.38;916.14;Délai de livraison trop long;En cours de traitement;Site web;Chronopost;Bretagne;Rennes
CMD-10428;RET-20428;2024-12-18;2024-12-23;5;Montre connectée;Électronique;2;172.63;345.26;Mauvaise taille / couleur;Remboursé;Application mobile;Chronopost;Pays de la Loire;Nantes
CMD-10429;RET-20429;2024-10-18;2024-10-22;4;Parfum;Beauté & Santé;2;244.33;488.66;Ne correspond pas à la description;Échangé;Site web;Mondial Relay;Île-de-France;Versailles
CMD-10430;RET-20430;2024-07-08;2024-07-14;6;Brosse à dents électrique;Beauté & Santé;1;101.6;101.6;Ne correspond pas à la description;Remboursé;Site web;DHL;Normandie;Caen
CMD-10431;RET-20431;2024-08-31;2024-09-28;28;Résistance élastique;Sport & Loisirs;2;71.16;142.32;Changement d'avis;En cours de traitement;Marketplace;Chronopost;Nouvelle-Aquitaine;Limoges
CMD-10432;RET-20432;2024-12-07;2024-12-21;14;Gourde;Sport & Loisirs;1;282.01;282.01;Commande en double;Remboursé;Application mobile;Mondial Relay;Nouvelle-Aquitaine;Pau
CMD-10433;RET-20433;2024-11-26;2024-12-20;24;Plante artificielle;Maison & Jardin;2;95.33;190.66;Mauvaise taille / couleur;Échangé;Site web;DHL;Normandie;Rouen
CMD-10434;RET-20434;2024-10-27;2024-11-23;27;Chargeur;Électronique;3;123.78;371.34;Mauvaise taille / couleur;Refusé;Site web;Colissimo;Provence-Alpes-Côte d'Azur;Nice
CMD-10435;RET-20435;2024-09-24;2024-09-28;4;Cadre photo;Maison & Jardin;1;206.13;206.13;Délai de livraison trop long;Remboursé;Site web;Mondial Relay;Pays de la Loire;Nantes
CMD-10436;RET-20436;2024-11-02;2024-11-27;25;Tapis de yoga;Sport & Loisirs;2;218.65;437.3;Délai de livraison trop long;En cours de traitement;Application mobile;DHL;Bretagne;Quimper
CMD-10437;RET-20437;2024-09-29;2024-10-20;21;Complément alimentaire;Beauté & Santé;2;298.63;597.26;Produit défectueux;Remboursé;Site web;DHL;Auvergne-Rhône-Alpes;Lyon
CMD-10438;RET-20438;2025-02-24;2025-02-26;9;Parfum;Beauté & Santé;2;311.82;623.64;Mauvaise taille / couleur;Refusé;Site web;Chronopost;Provence-Alpes-Côte d'Azur;Toulon
CMD-10439;RET-20439;2024-03-09;2024-03-14;5;Veste;Vêtements;3;248.24;744.72;Produit défectueux;Remboursé;Site web;UPS;Auvergne-Rhône-Alpes;Lyon
CMD-10440;RET-20440;2024-12-03;2024-12-05;2;Chargeur;Électronique;3;270.1;810.3;Ne correspond pas à la description;Remboursé;Application mobile;UPS;Auvergne-Rhône-Alpes;Lyon
CMD-10441;RET-20441;2024-08-03;2024-08-11;8;Veste;Vêtements;2;223.0;446.0;Livraison endommagée;Remboursé;Application mobile;DHL;Nouvelle-Aquitaine;Limoges
CMD-10442;RET-20442;2024-10-27;2024-11-11;15;Brosse à dents électrique;Beauté & Santé;3;161.25;483.75;Mauvaise taille / couleur;Remboursé;Marketplace;Mondial Relay;Pays de la Loire;Nantes
CMD-10443;RET-20443;2024-10-06;2024-10-23;17;Brosse à dents électrique;Beauté & Santé;2;173.76;347.52;Mauvaise taille / couleur;Remboursé;Site web;DHL;Occitanie;Toulouse
CMD-10444;RET-20444;2024-03-03;2024-03-04;1;Sérum visage;Beauté & Santé;2;107.5;215.0;Changement d'avis;Remboursé;Marketplace;DHL;Pays de la Loire;Nantes
CMD-10445;RET-20445;2024-03-02;2024-03-27;25;Résistance élastique;Sport & Loisirs;3;88.61;265.83;Ne correspond pas à la description;Remboursé;Application mobile;UPS;Île-de-France;Versailles
CMD-10446;RET-20446;2024-07-03;2024-07-09;6;Sac de sport;Sport & Loisirs;1;99.41;99.41;Ne correspond pas à la description;En cours de traitement;Téléphone;DHL;Grand Est;Metz
CMD-10447;RET-20447;2024-07-21;2024-08-11;21;Brosse à dents électrique;Beauté & Santé;2;73.92;147.84;Produit défectueux;Remboursé;Application mobile;UPS;Auvergne-Rhône-Alpes;Lyon
CMD-10448;RET-20448;2024-07-15;2024-08-07;23;Parfum;Beauté & Santé;1;119.02;119.02;Délai de livraison trop long;Remboursé;Téléphone;DHL;Nouvelle-Aquitaine;Bordeaux
CMD-10449;RET-20449;2024-07-13;2024-07-18;5;Tapis de yoga;Sport & Loisirs;1;40.67;40.67;Ne correspond pas à la description;Remboursé;Marketplace;UPS;Île-de-France;Boulogne-Billancourt
CMD-10450;RET-20450;2024-09-04;2024-09-19;15;Écouteurs;Électronique;1;296.81;296.81;Ne correspond pas à la description;Remboursé;Application mobile;Chronopost;Nouvelle-Aquitaine;Bordeaux
CMD-10451;RET-20451;2024-06-04;2024-07-03;29;Plante artificielle;Maison & Jardin;1;51.47;51.47;Commande en double;Remboursé;Marketplace;Colissimo;Occitanie;Montpellier
CMD-10452;RET-20452;2024-06-07;2024-06-22;15;Montre connectée;Électronique;3;343.92;1031.76;Changement d'avis;Remboursé;Site web;Colissimo;Bretagne;Brest
CMD-10453;RET-20453;2024-12-04;2024-12-21;17;Écouteurs;Électronique;2;227.1;454.2;Livraison endommagée;En cours de traitement;Site web;Colissimo;Occitanie;Montpellier
CMD-10454;RET-20454;2024-06-26;2024-07-17;21;Résistance élastique;Sport & Loisirs;1;66.9;66.9;Produit défectueux;En cours de traitement;Site web;Colissimo;Hauts-de-France;Valenciennes
CMD-10455;RET-20455;2024-12-20;2025-01-15;26;Casque vélo;Sport & Loisirs;1;136.28;136.28;Produit défectueux;Remboursé;Application mobile;Colissimo;Auvergne-Rhône-Alpes;Lyon
CMD-10456;RET-20456;2024-03-28;2024-04-09;12;Chaussures;Vêtements;1;52.78;52.78;Délai de livraison trop long;En cours de traitement;Marketplace;UPS;Occitanie;Montpellier
CMD-10457;RET-20457;2024-06-04;2024-06-05;1;Résistance élastique;Sport & Loisirs;3;55.81;167.43;Changement d'avis;Échangé;Application mobile;UPS;Île-de-France;Boulogne-Billancourt
CMD-10458;RET-20458;2024-06-03;2024-06-22;19;Chaussures;Vêtements;2;120.05;240.1;Livraison endommagée;Échangé;Marketplace;Chronopost;Bretagne;Brest
CMD-10459;RET-20459;2024-04-02;2024-04-19;17;Robe;Vêtements;2;288.6;577.2;Mauvaise taille / couleur;En cours de traitement;Application mobile;Chronopost;Pays de la Loire;Angers
CMD-10460;RET-20460;2024-03-07;2024-03-27;20;Cadre photo;Maison & Jardin;1;119.04;119.04;Délai de livraison trop long;En cours de traitement;Site web;UPS;Auvergne-Rhône-Alpes;Clermont-Ferrand
CMD-10461;RET-20461;2024-12-05;2024-12-10;5;Brosse à dents électrique;Beauté & Santé;2;149.33;298.66;Produit défectueux;Échangé;Site web;Chronopost;Provence-Alpes-Côte d'Azur;Marseille
CMD-10462;RET-20462;2024-05-28;2024-06-25;28;Tablette;Électronique;1;175.03;175.03;Mauvaise taille / couleur;En cours de traitement;Application mobile;Mondial Relay;Auvergne-Rhône-Alpes;Lyon
CMD-10463;RET-20463;2025-01-11;2025-02-03;23;Brosse à dents électrique;Beauté & Santé;1;134.56;134.56;Produit défectueux;Refusé;Site web;UPS;Normandie;Le Havre
CMD-10464;RET-20464;2024-04-07;2024-04-22;15;Écouteurs;Électronique;3;262.78;788.34;Commande en double;Remboursé;Application mobile;Mondial Relay;Grand Est;Reims
CMD-10465;RET-20465;2024-03-18;2024-04-11;24;Écouteurs;Électronique;1;331.17;331.17;Produit défectueux;Remboursé;Site web;Chronopost;Pays de la Loire;Nantes
CMD-10466;RET-20466;2024-11-22;2024-12-14;22;Chaussures;Vêtements;3;332.15;996.45;Mauvaise taille / couleur;Échangé;Marketplace;Mondial Relay;Pays de la Loire;Le Mans
CMD-10467;RET-20467;2024-08-28;2024-09-19;22;Sac de sport;Sport & Loisirs;1;66.72;66.72;Mauvaise taille / couleur;Remboursé;Site web;Mondial Relay;Nouvelle-Aquitaine;Limoges
CMD-10468;RET-20468;2024-10-10;2024-11-09;30;Tapis;Maison & Jardin;3;347.1;1041.3;Mauvaise taille / couleur;Échangé;Marketplace;DHL;Provence-Alpes-Côte d'Azur;Nice
CMD-10469;RET-20469;2025-01-03;2025-01-11;8;Complément alimentaire;Beauté & Santé;1;137.52;137.52;Ne correspond pas à la description;Refusé;Site web;UPS;Pays de la Loire;Le Mans
CMD-10470;RET-20470;2024-02-27;2024-03-22;24;Écouteurs;Électronique;3;15.54;46.62;Produit défectueux;Refusé;Site web;DHL;Nouvelle-Aquitaine;Pau
CMD-10471;RET-20471;2024-03-09;2024-04-03;25;Cadre photo;Maison & Jardin;3;199.15;597.45;Produit défectueux;Remboursé;Site web;DHL;Normandie;Rouen
CMD-10472;RET-20472;2024-09-01;2024-09-30;29;Sérum visage;Beauté & Santé;1;97.12;97.12;Mauvaise taille / couleur;Échangé;Site web;Colissimo;Hauts-de-France;Lille
CMD-10473;RET-20473;2024-08-11;2024-09-06;26;Gourde;Sport & Loisirs;2;290.74;581.48;Mauvaise taille / couleur;Remboursé;Marketplace;Mondial Relay;Normandie;Rouen
CMD-10474;RET-20474;2024-09-09;2024-09-12;3;Écouteurs;Électronique;2;309.13;618.26;Livraison endommagée;Remboursé;Marketplace;Mondial Relay;Grand Est;Reims
CMD-10475;RET-20475;2024-03-03;2024-03-24;21;Tapis de yoga;Sport & Loisirs;2;188.29;376.58;Mauvaise taille / couleur;Remboursé;Application mobile;Chronopost;Provence-Alpes-Côte d'Azur;Toulon
CMD-10476;RET-20476;2024-03-23;2024-04-14;22;Sac de sport;Sport & Loisirs;3;205.59;616.77;Mauvaise taille / couleur;En cours de traitement;Site web;DHL;Auvergne-Rhône-Alpes;Lyon
CMD-10477;RET-20477;2024-04-09;2024-04-25;16;Crème hydratante;Beauté & Santé;3;145.73;437.19;Mauvaise taille / couleur;En cours de traitement;Site web;Chronopost;Auvergne-Rhône-Alpes;Grenoble
CMD-10478;RET-20478;2024-10-30;2024-11-17;18;Robe;Vêtements;2;231.76;463.52;Changement d'avis;Échangé;Site web;Colissimo;Occitanie;Nîmes
CMD-10479;RET-20479;2024-07-12;2024-08-06;25;Résistance élastique;Sport & Loisirs;3;324.21;972.63;Changement d'avis;Remboursé;Site web;DHL;Auvergne-Rhône-Alpes;Lyon
CMD-10480;RET-20480;2024-08-21;2024-09-10;20;Écouteurs;Électronique;1;345.8;345.8;Changement d'avis;Remboursé;Téléphone;Chronopost;Normandie;Caen
CMD-10481;RET-20481;2024-06-08;2024-06-30;22;Coussin;Maison & Jardin;3;299.94;899.82;Produit défectueux;Refusé;Téléphone;DHL;Auvergne-Rhône-Alpes;Clermont-Ferrand
CMD-10482;RET-20482;2024-03-05;2024-03-16;11;Écouteurs;Électronique;2;170.2;340.4;Changement d'avis;Remboursé;Application mobile;DHL;Provence-Alpes-Côte d'Azur;Marseille
CMD-10483;RET-20483;2024-12-03;2024-12-19;16;Sérum visage;Beauté & Santé;3;247.58;742.74;Mauvaise taille / couleur;Échangé;Site web;Chronopost;Île-de-France;Boulogne-Billancourt
CMD-10484;RET-20484;2024-03-28;2024-04-07;10;Chaussures;Vêtements;2;28.05;56.1;Mauvaise taille / couleur;Remboursé;Marketplace;DHL;Île-de-France;Paris
CMD-10485;RET-20485;2024-04-22;2024-04-23;1;Plante artificielle;Maison & Jardin;1;343.13;343.13;Produit défectueux;Remboursé;Marketplace;Mondial Relay;Pays de la Loire;Le Mans
CMD-10486;RET-20486;2024-04-12;2024-04-18;6;Chaussures;Vêtements;2;200.63;401.26;Ne correspond pas à la description;Remboursé;Site web;UPS;Île-de-France;Paris
CMD-10487;RET-20487;2024-05-17;2024-05-18;1;Tapis;Maison & Jardin;2;222.58;445.16;Ne correspond pas à la description;Remboursé;Site web;UPS;Occitanie;Nîmes
CMD-10488;RET-20488;2024-03-13;2024-03-31;18;Coussin;Maison & Jardin;1;126.21;126.21;Produit défectueux;Échangé;Application mobile;Mondial Relay;Grand Est;Metz
CMD-10489;RET-20489;2025-01-12;2025-02-03;22;Robe;Vêtements;1;204.79;204.79;Livraison endommagée;Remboursé;Application mobile;Chronopost;Grand Est;Reims
CMD-10490;RET-20490;2025-01-26;2025-01-31;5;Complément alimentaire;Beauté & Santé;3;282.04;846.12;Changement d'avis;En cours de traitement;Téléphone;UPS;Nouvelle-Aquitaine;Pau
CMD-10491;RET-20491;2024-05-11;2024-06-01;21;Sérum visage;Beauté & Santé;2;33.06;66.12;Produit défectueux;Remboursé;Marketplace;Colissimo;Pays de la Loire;Le Mans
CMD-10492;RET-20492;2024-08-08;2024-09-06;29;Sac de sport;Sport & Loisirs;2;160.62;321.24;Commande en double;Remboursé;Site web;Mondial Relay;Hauts-de-France;Lille
CMD-10493;RET-20493;2025-01-07;2025-01-16;9;Complément alimentaire;Beauté & Santé;3;88.51;265.53;Changement d'avis;Remboursé;Application mobile;UPS;Occitanie;Toulouse
CMD-10494;RET-20494;2024-05-05;2024-05-22;17;Parfum;Beauté & Santé;3;230.85;692.55;Mauvaise taille / couleur;Remboursé;Site web;Colissimo;Nouvelle-Aquitaine;Pau
CMD-10495;RET-20495;2024-09-23;2024-10-18;25;Écouteurs;Électronique;2;85.67;171.34;Produit défectueux;En cours de traitement;Téléphone;Mondial Relay;Occitanie;Toulouse
CMD-10496;RET-20496;2024-11-03;2024-11-26;23;Plante artificielle;Maison & Jardin;1;155.37;155.37;Changement d'avis;Remboursé;Site web;Mondial Relay;Île-de-France;Versailles
CMD-10497;RET-20497;2024-12-15;2025-01-04;20;Complément alimentaire;Beauté & Santé;3;307.77;923.31;Produit défectueux;Remboursé;Marketplace;Chronopost;Île-de-France;Versailles
CMD-10498;RET-20498;2024-11-18;2024-12-06;18;Tapis de yoga;Sport & Loisirs;3;141.72;425.16;Ne correspond pas à la description;Remboursé;Site web;DHL;Île-de-France;Paris
CMD-10499;RET-20499;2024-10-20;2024-10-26;6;Résistance élastique;Sport & Loisirs;3;322.47;967.41;Mauvaise taille / couleur;Échangé;Site web;Mondial Relay;Pays de la Loire;Nantes
CMD-10500;RET-20500;2024-04-24;2024-04-30;6;Complément alimentaire;Beauté & Santé;1;143.64;143.64;Produit défectueux;Remboursé;Marketplace;Chronopost;Provence-Alpes-Côte d'Azur;Nice
CMD-10501;RET-20501;2024-10-16;2024-10-19;3;Tapis;Maison & Jardin;3;230.52;691.56;Changement d'avis;Remboursé;Marketplace;DHL;Nouvelle-Aquitaine;Limoges
CMD-10502;RET-20502;2024-04-10;2024-04-27;17;Casque vélo;Sport & Loisirs;3;332.92;998.76;Mauvaise taille / couleur;En cours de traitement;Téléphone;Mondial Relay;Grand Est;Metz
CMD-10503;RET-20503;2025-01-29;2025-02-26;28;Pantalon;Vêtements;1;70.81;70.81;Ne correspond pas à la description;Échangé;Téléphone;DHL;Île-de-France;Boulogne-Billancourt
CMD-10504;RET-20504;2025-01-12;2025-01-18;6;Tablette;Électronique;1;11.2;11.2;Mauvaise taille / couleur;En cours de traitement;Application mobile;Colissimo;Hauts-de-France;Lille
CMD-10505;RET-20505;2025-01-03;2025-02-01;29;Gourde;Sport & Loisirs;1;210.21;210.21;Mauvaise taille / couleur;Remboursé;Application mobile;Chronopost;Bretagne;Brest
CMD-10506;RET-20506;2024-12-03;2024-12-12;9;Complément alimentaire;Beauté & Santé;1;26.63;26.63;Changement d'avis;Remboursé;Marketplace;Mondial Relay;Nouvelle-Aquitaine;Bordeaux
CMD-10507;RET-20507;2024-12-31;2025-01-10;10;Lampe;Maison & Jardin;1;47.02;47.02;Changement d'avis;Échangé;Application mobile;Mondial Relay;Nouvelle-Aquitaine;Bordeaux
CMD-10508;RET-20508;2024-12-16;2025-01-11;26;Sérum visage;Beauté & Santé;2;264.77;529.54;Produit défectueux;Remboursé;Site web;UPS;Provence-Alpes-Côte d'Azur;Marseille
CMD-10509;RET-20509;2024-04-01;2024-04-26;25;Casque vélo;Sport & Loisirs;1;109.56;109.56;Changement d'avis;Remboursé;Application mobile;Mondial Relay;Nouvelle-Aquitaine;Bordeaux
CMD-10510;RET-20510;2024-06-13;2024-07-06;23;Chaussures;Vêtements;1;47.16;47.16;Mauvaise taille / couleur;Échangé;Téléphone;DHL;Pays de la Loire;Nantes
CMD-10511;RET-20511;2024-10-02;2024-10-22;20;Tapis;Maison & Jardin;3;205.55;616.65;Livraison endommagée;Échangé;Application mobile;UPS;Normandie;Caen
CMD-10512;RET-20512;2024-11-05;2024-12-01;26;Chaussures;Vêtements;1;250.92;250.92;Produit défectueux;Remboursé;Marketplace;Chronopost;Occitanie;Toulouse
CMD-10513;RET-20513;2025-01-07;2025-01-21;14;Tapis de yoga;Sport & Loisirs;2;128.88;257.76;Changement d'avis;Échangé;Site web;Colissimo;Occitanie;Toulouse
CMD-10514;RET-20514;2024-08-02;2024-08-12;10;Complément alimentaire;Beauté & Santé;2;270.79;541.58;Ne correspond pas à la description;Remboursé;Application mobile;Colissimo;Auvergne-Rhône-Alpes;Clermont-Ferrand
CMD-10515;RET-20515;2024-05-26;2024-06-02;7;Tapis;Maison & Jardin;3;172.9;518.7;Changement d'avis;Remboursé;Application mobile;Mondial Relay;Bretagne;Rennes
CMD-10516;RET-20516;2024-08-16;2024-08-31;15;Tapis de yoga;Sport & Loisirs;3;111.78;335.34;Mauvaise taille / couleur;Remboursé;Application mobile;DHL;Provence-Alpes-Côte d'Azur;Toulon
CMD-10517;RET-20517;2024-03-31;2024-04-05;5;Lampe;Maison & Jardin;2;344.43;688.86;Mauvaise taille / couleur;Remboursé;Application mobile;DHL;Pays de la Loire;Nantes
CMD-10518;RET-20518;2025-02-22;2025-02-26;28;Lampe;Maison & Jardin;2;150.72;301.44;Ne correspond pas à la description;En cours de traitement;Site web;Mondial Relay;Bretagne;Rennes
CMD-10519;RET-20519;2024-07-30;2024-08-05;6;Écouteurs;Électronique;1;274.45;274.45;Mauvaise taille / couleur;En cours de traitement;Téléphone;Chronopost;Auvergne-Rhône-Alpes;Grenoble
CMD-10520;RET-20520;2024-06-03;2024-06-14;11;Casque vélo;Sport & Loisirs;2;273.68;547.36;Commande en double;Refusé;Application mobile;Chronopost;Nouvelle-Aquitaine;Bordeaux
CMD-10521;RET-20521;2024-06-11;2024-07-05;24;Chargeur;Électronique;2;252.65;505.3;Produit défectueux;Refusé;Application mobile;Mondial Relay;Pays de la Loire;Nantes
CMD-10522;RET-20522;2024-04-11;2024-04-22;11;Tapis de yoga;Sport & Loisirs;1;187.0;187.0;Mauvaise taille / couleur;Remboursé;Marketplace;DHL;Hauts-de-France;Lille
CMD-10523;RET-20523;2024-06-08;2024-06-15;7;Tapis;Maison & Jardin;3;118.51;355.53;Produit défectueux;Remboursé;Site web;Colissimo;Bretagne;Quimper
CMD-10524;RET-20524;2025-01-10;2025-01-28;18;Crème hydratante;Beauté & Santé;1;194.46;194.46;Ne correspond pas à la description;Refusé;Marketplace;Mondial Relay;Pays de la Loire;Angers
CMD-10525;RET-20525;2024-07-01;2024-07-07;6;Écouteurs;Électronique;3;313.36;940.08;Produit défectueux;Remboursé;Téléphone;Colissimo;Pays de la Loire;Angers
CMD-10526;RET-20526;2024-04-21;2024-05-04;13;Smartphone;Électronique;2;143.25;286.5;Changement d'avis;Échangé;Site web;DHL;Normandie;Le Havre
CMD-10527;RET-20527;2024-08-04;2024-08-15;11;Chaussures;Vêtements;1;341.05;341.05;Produit défectueux;En cours de traitement;Téléphone;UPS;Bretagne;Quimper
CMD-10528;RET-20528;2024-04-16;2024-05-01;15;Plante artificielle;Maison & Jardin;2;88.78;177.56;Livraison endommagée;Échangé;Téléphone;UPS;Occitanie;Toulouse
CMD-10529;RET-20529;2024-05-30;2024-06-22;23;Tapis;Maison & Jardin;2;175.75;351.5;Produit défectueux;Remboursé;Marketplace;DHL;Auvergne-Rhône-Alpes;Grenoble
CMD-10530;RET-20530;2024-08-23;2024-09-12;20;Sérum visage;Beauté & Santé;3;45.0;135.0;Mauvaise taille / couleur;Remboursé;Site web;UPS;Auvergne-Rhône-Alpes;Grenoble
CMD-10531;RET-20531;2024-09-19;2024-10-08;19;Gourde;Sport & Loisirs;3;92.85;278.55;Mauvaise taille / couleur;Remboursé;Marketplace;Mondial Relay;Nouvelle-Aquitaine;Pau
CMD-10532;RET-20532;2024-10-04;2024-10-30;26;Casque vélo;Sport & Loisirs;2;195.14;390.28;Changement d'avis;Remboursé;Téléphone;Mondial Relay;Occitanie;Toulouse
CMD-10533;RET-20533;2024-11-02;2024-11-06;4;Complément alimentaire;Beauté & Santé;2;120.63;241.26;Produit défectueux;Refusé;Site web;Colissimo;Auvergne-Rhône-Alpes;Grenoble
CMD-10534;RET-20534;2025-02-11;2025-02-26;27;Parfum;Beauté & Santé;2;178.06;356.12;Ne correspond pas à la description;Remboursé;Application mobile;Colissimo;Île-de-France;Paris
CMD-10535;RET-20535;2024-05-12;2024-06-03;22;Robe;Vêtements;3;109.11;327.33;Mauvaise taille / couleur;Remboursé;Marketplace;DHL;Normandie;Le Havre
CMD-10536;RET-20536;2024-12-14;2025-01-09;26;Plante artificielle;Maison & Jardin;3;344.08;1032.24;Mauvaise taille / couleur;Échangé;Application mobile;Chronopost;Provence-Alpes-Côte d'Azur;Marseille
CMD-10537;RET-20537;2024-07-26;2024-07-28;2;Cadre photo;Maison & Jardin;1;10.29;10.29;Produit défectueux;Remboursé;Site web;UPS;Pays de la Loire;Angers
CMD-10538;RET-20538;2025-02-20;2025-02-26;19;Résistance élastique;Sport & Loisirs;3;140.15;420.45;Mauvaise taille / couleur;Échangé;Application mobile;Chronopost;Grand Est;Reims
CMD-10539;RET-20539;2024-12-07;2024-12-20;13;Plante artificielle;Maison & Jardin;1;108.08;108.08;Produit défectueux;Échangé;Site web;UPS;Nouvelle-Aquitaine;Bordeaux
CMD-10540;RET-20540;2025-01-28;2025-02-11;14;T-shirt;Vêtements;1;228.36;228.36;Livraison endommagée;Échangé;Téléphone;Mondial Relay;Grand Est;Reims
CMD-10541;RET-20541;2024-05-29;2024-06-13;15;Parfum;Beauté & Santé;3;288.82;866.46;Ne correspond pas à la description;Remboursé;Site web;UPS;Grand Est;Reims
CMD-10542;RET-20542;2024-06-27;2024-07-20;23;Brosse à dents électrique;Beauté & Santé;2;325.03;650.06;Produit défectueux;Remboursé;Application mobile;DHL;Normandie;Caen
CMD-10543;RET-20543;2024-04-24;2024-05-13;19;Tapis de yoga;Sport & Loisirs;1;258.26;258.26;Mauvaise taille / couleur;Remboursé;Marketplace;Colissimo;Pays de la Loire;Angers
CMD-10544;RET-20544;2024-07-01;2024-07-17;16;Montre connectée;Électronique;3;116.25;348.75;Mauvaise taille / couleur;Remboursé;Application mobile;UPS;Île-de-France;Boulogne-Billancourt
